(-)-Blebbistatin	temozolomide	T98G	13.1761498783657	8.91745735115947	8.9175598330604	13.1761498784657
parthenolide	temozolomide	T98G	-0.0417742072720451	9.83715933213237	9.8372618140333	-0.0417742071720468
levamisole	temozolomide	T98G	6.94832833910989	9.22802574487417	9.2281282267751	6.94832833920989
Matrine	temozolomide	T98G	8.41478481523058	3.57539140664637	3.5754938885473	8.41478481533057
10058-F4	temozolomide	T98G	13.0910996298272	10.0569015704713	10.0570040523722	13.0910996299272
Tanespimycin	temozolomide	T98G	5.25644421128331	9.229981091691	9.30019988912041	5.25644421138331
2-Methoxyestradiol	temozolomide	T98G	-52.9671235171088	-49.4118221990441	-49.3394148894476	-52.9671235170088
20-HYDROXYECDYSONE	temozolomide	T98G	11.0079273661016	10.3182200824846	10.3183225643855	11.0079273662016
5-hydroxytryptophan	temozolomide	T98G	8.59320965220684	-2.28978685985653	-2.2896843779556	8.59320965230684
7-Aminocephalosporanic acid	temozolomide	T98G	1.32425254111133	-2.41814517326553	-2.4180426913646	1.32425254121133
A-674563	temozolomide	T98G	13.5266683904198	18.4946584534841	18.5596735497322	13.5266683905198
ABT-737	temozolomide	T98G	-4.32962727299149	-1.38993615091763	-1.3898336690167	-4.3296272728915
BMS-599626	temozolomide	T98G	27.5798034285276	22.9120098087735	22.9121122906744	27.5798034286276
ACADESINE	temozolomide	T98G	15.1577884409871	15.3232298463945	15.3233323282954	15.1577884410871
acarbose	temozolomide	T98G	2.07398602336715	7.90990876695857	7.9100112488595	2.07398602346715
acemetacin	temozolomide	T98G	-0.871183948493224	-6.28340530398193	-6.283302822081	-0.871183948393224
ACIPIMOX	temozolomide	T98G	11.926055554732	-1.05380493457813	-1.0537024526772	11.926055554832
Acitretin	temozolomide	T98G	22.4024124891661	36.17187646289	36.1908358563811	22.4024124892661
ADAPALENE	temozolomide	T98G	-4.78014642107601	0.354599913947524	0.418742420289405	-4.78014642097602
ADEFOVIR DIPIVOXIL	temozolomide	T98G	13.6223792903832	23.0214057867025	23.0215082686034	13.6223792904832
adenosine	temozolomide	T98G	22.6950222936165	6.09811848804747	6.0982209699484	22.6950222937165
ADX-47273	temozolomide	T98G	22.8349613133316	16.2707488215081	16.270851303409	22.8349613134316
Afatinib	temozolomide	T98G	38.1162002660895	52.3815210428121	52.3978857534398	38.1162002661895
AG-1478	temozolomide	T98G	24.693204138301	17.6320244738312	17.6321269557321	24.6932041384011
AGI-5198	temozolomide	T98G	8.45894789243293	1.91189546523087	1.9119979471318	8.45894789253293
